County,Year,ST,AGEP,FER,GCL,HINS1,JWMNP,JWRIP,JWTR,LANX,MAR,SCH,SCHG,SCHL,WAGP,WKHP,DIS,ESR,OC
Sacramento County,2015,6,32,,2.0,2,5.0,,10.0,1.0,1,1.0,,12.0,0.0,25.0,2,1.0,0
Sacramento County,2013,6,78,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
Sacramento County,2016,6,7,,,1,,,,2.0,5,2.0,3.0,4.0,,,2,,1
Sacramento County,2012,6,38,2.0,2.0,1,10.0,1.0,1.0,2.0,5,1.0,,21.0,52000.0,40.0,2,1.0,0
Los Angeles County,2012,6,69,,2.0,1,,,,1.0,1,1.0,,1.0,0.0,,1,6.0,0
Los Angeles County,2012,6,60,,2.0,2,10.0,1.0,1.0,2.0,1,1.0,,15.0,20000.0,40.0,2,1.0,0
Los Angeles County,2014,6,55,,2.0,2,30.0,1.0,1.0,1.0,1,1.0,,9.0,16900.0,40.0,2,1.0,0
Los Angeles County,2015,6,26,2.0,,1,30.0,1.0,1.0,1.0,5,1.0,,14.0,30000.0,40.0,2,1.0,0
Los Angeles County,2012,6,45,2.0,2.0,2,,,,1.0,1,1.0,,5.0,0.0,,2,3.0,0
Los Angeles County,2013,6,17,,,2,,,,1.0,5,2.0,13.0,13.0,0.0,,2,6.0,1
Los Angeles County,2016,6,59,,2.0,1,5.0,1.0,1.0,2.0,3,1.0,,15.0,17300.0,40.0,2,1.0,0
Los Angeles County,2015,6,43,2.0,2.0,2,,,,1.0,5,1.0,,18.0,32000.0,40.0,2,6.0,0
Los Angeles County,2016,6,15,,,2,,,,1.0,5,2.0,12.0,13.0,0.0,,2,,1
Los Angeles County,2015,6,47,,2.0,2,30.0,,2.0,1.0,1,1.0,,9.0,32000.0,20.0,2,1.0,0
Los Angeles County,2014,6,52,,2.0,2,15.0,1.0,1.0,1.0,4,1.0,,15.0,15000.0,40.0,2,1.0,0
Los Angeles County,2016,6,46,2.0,2.0,2,,,,1.0,1,1.0,,11.0,0.0,,2,6.0,0
Los Angeles County,2015,6,26,2.0,,1,60.0,1.0,1.0,1.0,5,2.0,15.0,20.0,40000.0,40.0,2,1.0,0
Los Angeles County,2014,6,55,,2.0,2,10.0,2.0,1.0,1.0,1,1.0,,16.0,30000.0,40.0,2,1.0,0
Los Angeles County,2013,6,13,,,2,,,,1.0,5,2.0,9.0,10.0,,,2,,1
Los Angeles County,2012,6,44,,2.0,2,,,,1.0,5,1.0,,19.0,0.0,,2,6.0,0
Los Angeles County,2012,6,9,,,2,,,,2.0,5,2.0,7.0,7.0,,,2,,1
Los Angeles County,2014,6,43,2.0,2.0,2,,,,1.0,1,1.0,,15.0,0.0,,2,6.0,0
Los Angeles County,2015,6,60,,2.0,2,25.0,1.0,1.0,1.0,1,1.0,,16.0,22000.0,40.0,2,1.0,0
Los Angeles County,2012,6,49,,2.0,1,45.0,1.0,1.0,1.0,1,1.0,,21.0,42000.0,40.0,2,1.0,0
Los Angeles County,2013,6,10,,,2,,,,1.0,5,2.0,7.0,7.0,,,2,,1
Los Angeles County,2016,6,55,,2.0,1,30.0,1.0,1.0,1.0,1,1.0,,9.0,40000.0,40.0,2,1.0,0
Los Angeles County,2016,6,38,2.0,2.0,2,10.0,,12.0,1.0,5,2.0,15.0,16.0,21000.0,40.0,2,1.0,0
Los Angeles County,2016,6,25,2.0,,2,60.0,1.0,1.0,1.0,5,1.0,,19.0,1600.0,40.0,2,1.0,0
Los Angeles County,2013,6,17,,,2,,,,1.0,5,2.0,14.0,14.0,0.0,,2,6.0,0
Los Angeles County,2015,6,61,,2.0,2,,,,1.0,1,1.0,,14.0,6800.0,20.0,2,2.0,0
Los Angeles County,2016,6,14,,,2,,,,1.0,5,2.0,12.0,12.0,,,2,,1
Los Angeles County,2013,6,32,2.0,2.0,2,,,,1.0,5,1.0,,9.0,0.0,,2,3.0,0
Los Angeles County,2016,6,55,,2.0,1,20.0,1.0,1.0,1.0,1,1.0,,13.0,50000.0,40.0,2,1.0,0
Los Angeles County,2015,6,29,2.0,,1,60.0,1.0,1.0,2.0,5,1.0,,19.0,28000.0,40.0,2,1.0,0
Los Angeles County,2013,6,14,,,2,,,,1.0,5,2.0,12.0,12.0,,,2,,1
Los Angeles County,2015,6,20,,,2,,,,2.0,5,2.0,15.0,19.0,0.0,,2,6.0,0
Los Angeles County,2016,6,22,,,2,,,,1.0,5,1.0,,16.0,0.0,,1,6.0,0
Los Angeles County,2014,6,41,2.0,2.0,2,,,,1.0,1,1.0,,8.0,1500.0,8.0,2,6.0,0
Los Angeles County,2014,6,36,2.0,2.0,1,45.0,1.0,1.0,1.0,5,1.0,,19.0,45000.0,40.0,2,1.0,0
Los Angeles County,2015,6,47,,2.0,2,30.0,3.0,1.0,1.0,1,1.0,,9.0,40000.0,40.0,2,1.0,0
Los Angeles County,2012,6,35,,2.0,2,40.0,1.0,1.0,1.0,1,1.0,,20.0,42000.0,40.0,2,1.0,0
Los Angeles County,2012,6,36,,2.0,2,30.0,1.0,1.0,1.0,5,1.0,,12.0,12000.0,35.0,2,1.0,0
Los Angeles County,2016,6,27,2.0,,1,30.0,1.0,1.0,1.0,5,1.0,,21.0,35000.0,40.0,2,1.0,0
Los Angeles County,2012,6,30,2.0,2.0,2,30.0,1.0,1.0,1.0,1,1.0,,16.0,12000.0,38.0,2,1.0,0
Los Angeles County,2016,6,69,,2.0,2,,,,1.0,5,1.0,,12.0,0.0,,2,6.0,0
Los Angeles County,2016,6,7,,,2,,,,1.0,5,2.0,3.0,4.0,,,2,,1
Los Angeles County,2014,6,85,,2.0,2,,,,1.0,2,1.0,,4.0,0.0,,2,6.0,0
Los Angeles County,2015,6,50,2.0,2.0,2,,,,2.0,3,1.0,,21.0,0.0,,1,6.0,0
Los Angeles County,2014,6,19,,,2,30.0,1.0,1.0,1.0,5,2.0,15.0,19.0,20000.0,25.0,2,1.0,0
Los Angeles County,2015,6,17,,,2,,,,2.0,5,2.0,14.0,14.0,0.0,,2,6.0,0
Los Angeles County,2014,6,21,2.0,,2,,,,1.0,5,2.0,15.0,19.0,0.0,,2,6.0,0
Los Angeles County,2012,6,43,2.0,2.0,2,,,,1.0,5,1.0,,5.0,0.0,,2,6.0,0
Los Angeles County,2016,6,52,,2.0,2,,,,1.0,5,1.0,,11.0,0.0,,2,6.0,0
Los Angeles County,2013,6,28,2.0,,2,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2016,6,14,,,1,,,,1.0,5,2.0,10.0,10.0,,,2,,1
Los Angeles County,2014,6,11,,,1,,,,1.0,5,2.0,9.0,9.0,,,2,,1
San Bernardino County,2015,6,21,2.0,,1,,,,1.0,5,2.0,15.0,19.0,0.0,,2,6.0,0
San Bernardino County,2015,6,25,2.0,,2,,,,2.0,5,1.0,,10.0,0.0,,1,6.0,0
San Bernardino County,2012,6,67,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,16.0,34800.0,40.0,2,1.0,0
San Bernardino County,2015,6,23,2.0,,2,,,,1.0,5,2.0,16.0,21.0,0.0,,2,6.0,0
San Bernardino County,2014,6,13,,,2,,,,1.0,5,2.0,10.0,10.0,,,2,,1
San Bernardino County,2013,6,55,,2.0,2,15.0,1.0,1.0,1.0,1,1.0,,9.0,0.0,60.0,2,1.0,0
San Bernardino County,2015,6,27,,,2,15.0,2.0,1.0,1.0,5,1.0,,16.0,880.0,8.0,2,1.0,0
San Bernardino County,2015,6,52,,2.0,2,15.0,1.0,1.0,1.0,1,1.0,,16.0,36000.0,40.0,2,1.0,0
San Bernardino County,2016,6,64,,2.0,1,60.0,1.0,1.0,1.0,4,1.0,,1.0,32000.0,30.0,2,1.0,0
San Bernardino County,2014,6,59,,2.0,2,,,,2.0,3,1.0,,14.0,0.0,,1,6.0,0
San Bernardino County,2014,6,33,,2.0,2,25.0,1.0,1.0,1.0,1,1.0,,6.0,16800.0,40.0,2,1.0,0
San Bernardino County,2012,6,81,,2.0,2,,,,2.0,2,1.0,,13.0,0.0,,1,6.0,0
San Bernardino County,2012,6,6,,,2,,,,2.0,5,2.0,3.0,3.0,,,2,,1
San Bernardino County,2014,6,60,,2.0,2,,,,1.0,1,1.0,,14.0,0.0,,1,6.0,0
San Bernardino County,2014,6,42,,2.0,1,15.0,1.0,1.0,1.0,5,1.0,,21.0,32000.0,40.0,2,1.0,0
San Bernardino County,2016,6,42,2.0,2.0,1,25.0,1.0,1.0,1.0,3,1.0,,16.0,35000.0,40.0,2,1.0,0
San Bernardino County,2014,6,84,,2.0,1,,,,2.0,2,1.0,,19.0,0.0,,1,6.0,0
San Bernardino County,2015,6,29,2.0,,2,,,,2.0,5,1.0,,12.0,0.0,,2,6.0,0
San Bernardino County,2015,6,64,,2.0,2,,,,1.0,1,1.0,,14.0,0.0,,2,6.0,0
San Bernardino County,2014,6,11,,,2,,,,1.0,5,3.0,8.0,8.0,,,2,,1
San Bernardino County,2013,6,15,,,2,,,,2.0,1,2.0,12.0,13.0,0.0,,2,,0
San Bernardino County,2013,6,45,,2.0,2,,,,2.0,2,1.0,,17.0,0.0,,2,6.0,0
San Bernardino County,2012,6,18,2.0,,1,,,,1.0,5,2.0,15.0,19.0,0.0,,2,6.0,0
San Bernardino County,2014,6,47,,2.0,2,10.0,1.0,1.0,2.0,1,1.0,,18.0,100000.0,40.0,2,1.0,0
San Bernardino County,2014,6,24,,,2,45.0,2.0,1.0,2.0,1,1.0,,15.0,900.0,8.0,2,1.0,0
San Bernardino County,2013,6,24,2.0,,1,20.0,1.0,1.0,2.0,1,3.0,15.0,20.0,0.0,8.0,2,1.0,0
San Bernardino County,2013,6,51,,2.0,2,,,,2.0,5,1.0,,19.0,0.0,,2,6.0,0
San Bernardino County,2012,6,40,2.0,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
San Bernardino County,2014,6,40,,2.0,2,45.0,1.0,1.0,1.0,5,1.0,,19.0,17700.0,40.0,2,1.0,0
San Bernardino County,2016,6,3,,,2,,,,,5,1.0,,1.0,,,2,,1
San Bernardino County,2015,6,55,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
San Bernardino County,2016,6,42,,2.0,1,20.0,2.0,1.0,2.0,5,1.0,,16.0,6200.0,12.0,2,1.0,0
San Bernardino County,2013,6,18,2.0,,1,30.0,1.0,1.0,2.0,5,1.0,,14.0,8000.0,36.0,2,1.0,0
San Bernardino County,2014,6,59,,2.0,1,30.0,3.0,1.0,1.0,1,1.0,,1.0,35000.0,45.0,2,1.0,0
San Bernardino County,2015,6,20,,,2,,,,1.0,5,2.0,15.0,19.0,350.0,5.0,2,6.0,0
San Bernardino County,2014,6,27,2.0,,1,,,,2.0,1,1.0,,19.0,36000.0,40.0,2,6.0,0
San Bernardino County,2015,6,54,,1.0,2,90.0,2.0,1.0,1.0,1,1.0,,23.0,45000.0,40.0,2,1.0,0
San Bernardino County,2015,6,28,2.0,,2,10.0,1.0,1.0,1.0,5,1.0,,19.0,25000.0,40.0,2,1.0,0
San Bernardino County,2016,6,15,2.0,,2,,,,1.0,5,2.0,12.0,12.0,0.0,,2,,1
San Bernardino County,2016,6,58,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
San Bernardino County,2013,6,52,,2.0,2,,,,1.0,3,1.0,,21.0,12000.0,35.0,2,3.0,0
San Bernardino County,2016,6,17,2.0,,2,,,,1.0,5,2.0,13.0,13.0,0.0,,2,6.0,1
San Bernardino County,2014,6,19,2.0,,2,15.0,1.0,1.0,1.0,5,3.0,15.0,18.0,2000.0,38.0,2,1.0,0
San Bernardino County,2015,6,13,,,2,,,,1.0,5,2.0,10.0,10.0,,,2,,1
San Bernardino County,2013,6,18,,,2,,,,2.0,5,2.0,15.0,16.0,0.0,,2,6.0,0
San Diego County,2013,6,25,2.0,,2,25.0,1.0,1.0,1.0,5,1.0,,19.0,25000.0,40.0,2,1.0,0
San Diego County,2012,6,40,,2.0,2,30.0,2.0,1.0,1.0,1,1.0,,9.0,50000.0,40.0,2,1.0,0
San Diego County,2016,6,45,,2.0,1,30.0,1.0,1.0,1.0,5,1.0,,16.0,50000.0,50.0,2,1.0,0
San Diego County,2014,6,48,2.0,2.0,1,25.0,2.0,1.0,1.0,1,1.0,,2.0,15000.0,40.0,2,1.0,0
San Diego County,2015,6,83,,2.0,2,,,,2.0,4,1.0,,13.0,0.0,,2,6.0,0
San Diego County,2016,6,49,2.0,2.0,2,5.0,,10.0,1.0,1,1.0,,18.0,0.0,99.0,2,1.0,0
San Diego County,2014,6,58,,2.0,1,25.0,4.0,1.0,1.0,3,1.0,,1.0,54000.0,38.0,2,1.0,0
San Diego County,2016,6,90,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
San Diego County,2013,6,24,,,2,25.0,1.0,1.0,1.0,5,2.0,15.0,20.0,20000.0,39.0,2,1.0,0
San Diego County,2016,6,34,,2.0,2,20.0,1.0,1.0,1.0,3,1.0,,21.0,8600.0,12.0,1,1.0,0
San Diego County,2016,6,25,,,1,90.0,1.0,1.0,2.0,5,1.0,,16.0,30000.0,40.0,2,1.0,0
San Diego County,2013,6,20,,,1,,,,2.0,5,3.0,15.0,19.0,0.0,,2,6.0,0
San Diego County,2015,6,45,,2.0,1,10.0,1.0,1.0,2.0,1,1.0,,23.0,75000.0,40.0,2,1.0,0
San Diego County,2016,6,59,,2.0,2,,,,1.0,1,1.0,,1.0,0.0,,1,6.0,0
San Diego County,2014,6,16,,,2,,,,2.0,5,2.0,14.0,14.0,0.0,,2,6.0,1
San Diego County,2016,6,19,,,2,5.0,,10.0,1.0,5,1.0,,14.0,12000.0,40.0,2,1.0,0
San Diego County,2015,6,34,1.0,2.0,2,,,11.0,2.0,3,1.0,,21.0,1500.0,5.0,2,1.0,0
San Diego County,2013,6,19,,,2,,,,2.0,5,1.0,,16.0,6000.0,20.0,2,3.0,0
San Diego County,2015,6,85,,2.0,2,,,,2.0,3,1.0,,17.0,0.0,,2,6.0,0
San Diego County,2014,6,45,,2.0,1,30.0,1.0,1.0,1.0,1,1.0,,1.0,201000.0,40.0,2,1.0,0
San Diego County,2013,6,18,,,1,,,,1.0,5,2.0,14.0,14.0,0.0,,2,6.0,0
San Diego County,2014,6,88,,1.0,2,,,,1.0,1,1.0,,16.0,0.0,,1,6.0,0
San Diego County,2016,6,18,2.0,,2,,,,1.0,5,2.0,13.0,13.0,0.0,,2,6.0,0
San Diego County,2014,6,55,,2.0,1,20.0,1.0,1.0,2.0,1,1.0,,22.0,145000.0,50.0,2,1.0,0
San Diego County,2013,6,20,,,1,,,,2.0,5,3.0,15.0,19.0,1200.0,25.0,2,6.0,0
San Diego County,2013,6,13,,,2,,,,2.0,5,2.0,10.0,10.0,,,2,,0
San Diego County,2012,6,28,,,2,,,,2.0,5,2.0,15.0,20.0,5000.0,20.0,2,6.0,0
San Diego County,2014,6,23,2.0,,1,20.0,1.0,1.0,2.0,5,1.0,,19.0,14000.0,40.0,2,1.0,0
San Diego County,2012,6,23,2.0,,2,20.0,1.0,1.0,1.0,5,2.0,15.0,21.0,9000.0,28.0,2,1.0,0
San Diego County,2012,6,28,2.0,,2,20.0,1.0,1.0,2.0,5,1.0,,19.0,6000.0,40.0,2,1.0,0
San Diego County,2016,6,40,2.0,2.0,1,,,,2.0,1,1.0,,22.0,0.0,,1,6.0,0
San Diego County,2013,6,64,,2.0,2,,,,2.0,3,1.0,,21.0,0.0,,2,6.0,0
San Diego County,2012,6,42,2.0,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,20.0,96000.0,36.0,2,1.0,0
San Diego County,2016,6,19,2.0,,1,,,,2.0,5,2.0,15.0,19.0,0.0,,2,6.0,0
San Diego County,2012,6,93,,2.0,2,,,,1.0,2,1.0,,2.0,0.0,,1,6.0,0
San Diego County,2016,6,25,,,2,,,,2.0,5,1.0,,14.0,0.0,,1,3.0,0
San Diego County,2012,6,3,,,2,,,,,5,2.0,1.0,1.0,,,2,,1
San Diego County,2012,6,58,,2.0,2,,,,2.0,5,1.0,,20.0,0.0,,1,6.0,0
San Diego County,2015,6,28,,,1,15.0,1.0,1.0,1.0,5,2.0,15.0,19.0,45000.0,40.0,2,1.0,0
San Diego County,2016,6,11,,,2,,,,2.0,5,2.0,8.0,8.0,,,2,,1
San Diego County,2013,6,87,,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,1,6.0,0
Shasta County,2014,6,23,2.0,,2,,,,2.0,1,1.0,,16.0,0.0,,2,3.0,0
Shasta County,2016,6,27,2.0,,2,,,,2.0,5,1.0,,21.0,11000.0,25.0,2,3.0,0
Shasta County,2014,6,45,,2.0,2,,,,2.0,3,1.0,,19.0,0.0,,2,6.0,0
Shasta County,2016,6,44,,2.0,2,14.0,1.0,1.0,2.0,5,1.0,,20.0,35000.0,16.0,2,1.0,0
Shasta County,2016,6,59,,2.0,2,,,,2.0,2,1.0,,19.0,0.0,,1,6.0,0
Shasta County,2014,6,16,2.0,,1,,,,2.0,5,2.0,13.0,13.0,0.0,,1,6.0,1
Shasta County,2014,6,51,,2.0,1,10.0,1.0,1.0,2.0,1,1.0,,16.0,60000.0,40.0,2,1.0,0
Shasta County,2013,6,76,,2.0,2,,,,2.0,2,1.0,,15.0,0.0,,2,6.0,0
Shasta County,2012,6,13,,,2,,,,2.0,5,2.0,8.0,8.0,,,2,,1
Shasta County,2013,6,36,,2.0,2,,,11.0,1.0,1,1.0,,9.0,17000.0,40.0,2,1.0,0
Shasta County,2013,6,39,,2.0,1,,,11.0,2.0,1,1.0,,21.0,130000.0,50.0,2,1.0,0
Shasta County,2013,6,4,,,2,,,,,5,1.0,,1.0,,,2,,1
Shasta County,2013,6,18,,,1,,,,2.0,5,1.0,,16.0,520.0,4.0,1,3.0,0
Shasta County,2013,6,43,2.0,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Shasta County,2014,6,11,,,2,,,,2.0,5,2.0,8.0,8.0,,,2,,1
Shasta County,2013,6,55,,2.0,1,,,,2.0,1,1.0,,20.0,15700.0,20.0,2,6.0,0
Shasta County,2012,6,4,,,2,,,,,5,3.0,1.0,1.0,,,2,,1
Shasta County,2013,6,56,,2.0,2,,,,2.0,5,1.0,,19.0,19000.0,40.0,2,3.0,0
Shasta County,2013,6,81,,2.0,2,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Shasta County,2012,6,15,2.0,,2,,,,2.0,5,2.0,12.0,12.0,0.0,,2,,1
Shasta County,2016,6,33,2.0,2.0,2,11.0,1.0,1.0,2.0,5,1.0,,19.0,30000.0,30.0,1,1.0,0
Shasta County,2015,6,47,,2.0,1,,,,2.0,3,1.0,,21.0,99000.0,40.0,2,2.0,0
Shasta County,2015,6,53,,2.0,1,10.0,1.0,1.0,2.0,1,1.0,,18.0,38000.0,40.0,2,1.0,0
Shasta County,2015,6,55,,2.0,1,,,,2.0,1,1.0,,19.0,0.0,,2,6.0,0
Shasta County,2015,6,65,,2.0,2,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Shasta County,2015,6,42,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,19.0,45000.0,40.0,2,1.0,0
Shasta County,2014,6,71,,2.0,2,,,,2.0,1,1.0,,19.0,0.0,,2,6.0,0
Shasta County,2013,6,87,,2.0,2,,,,2.0,2,1.0,,16.0,0.0,,1,6.0,0
Shasta County,2012,6,58,,2.0,2,19.0,1.0,1.0,2.0,3,1.0,,20.0,33000.0,40.0,1,1.0,0
Shasta County,2014,6,1,,,2,,,,,5,,,,,,2,,0
Shasta County,2015,6,65,,2.0,2,,,,2.0,2,1.0,,19.0,0.0,,2,6.0,0
Shasta County,2014,6,32,2.0,2.0,2,30.0,2.0,1.0,1.0,1,1.0,,18.0,15100.0,35.0,2,1.0,0
Shasta County,2013,6,64,,2.0,2,,,,2.0,1,1.0,,19.0,0.0,48.0,2,6.0,0
Shasta County,2014,6,57,,2.0,1,,,,2.0,1,1.0,,20.0,0.0,,2,6.0,0
Shasta County,2012,6,22,1.0,,2,,,,2.0,5,1.0,,15.0,0.0,,2,6.0,0
Shasta County,2012,6,69,,2.0,2,,,,2.0,2,1.0,,18.0,0.0,,1,6.0,0
Shasta County,2012,6,7,,,1,,,,2.0,5,3.0,2.0,2.0,,,2,,1
Shasta County,2015,6,36,,2.0,1,20.0,1.0,1.0,2.0,3,1.0,,18.0,36000.0,40.0,2,1.0,0
Shasta County,2015,6,51,,2.0,1,15.0,1.0,1.0,2.0,1,1.0,,16.0,59000.0,65.0,2,1.0,0
Shasta County,2013,6,42,1.0,2.0,2,,,,2.0,1,1.0,,16.0,5000.0,20.0,2,6.0,0
Shasta County,2012,6,82,,2.0,1,,,,2.0,1,1.0,,18.0,0.0,,1,6.0,0
Shasta County,2012,6,40,,2.0,1,20.0,1.0,1.0,2.0,5,1.0,,19.0,32000.0,40.0,1,1.0,0
Shasta County,2012,6,57,,2.0,2,,,,2.0,3,1.0,,16.0,0.0,14.0,1,3.0,0
Shasta County,2014,6,28,,,1,15.0,1.0,1.0,2.0,5,1.0,,19.0,40000.0,40.0,2,1.0,0
Shasta County,2014,6,71,,2.0,2,,,,2.0,1,1.0,,13.0,0.0,,1,6.0,0
Shasta County,2016,6,52,,2.0,2,20.0,1.0,1.0,1.0,1,1.0,,1.0,0.0,77.0,2,1.0,0
Shasta County,2013,6,35,2.0,2.0,1,2.0,1.0,1.0,2.0,1,1.0,,18.0,54000.0,45.0,2,1.0,0
Shasta County,2012,6,26,,,1,5.0,1.0,1.0,2.0,5,1.0,,23.0,34600.0,45.0,2,1.0,0
Shasta County,2015,6,83,,2.0,1,18.0,1.0,1.0,2.0,1,1.0,,23.0,60000.0,12.0,2,1.0,0
Shasta County,2016,6,26,,,2,20.0,2.0,1.0,2.0,5,1.0,,16.0,39000.0,43.0,2,1.0,0
Shasta County,2014,6,33,2.0,2.0,1,,,,2.0,1,1.0,,19.0,0.0,,2,6.0,0
Shasta County,2015,6,63,,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Shasta County,2016,6,65,,2.0,2,,,,2.0,1,1.0,,19.0,0.0,,2,6.0,0
Shasta County,2016,6,72,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
Shasta County,2016,6,58,,2.0,1,,,,2.0,1,1.0,,19.0,21200.0,40.0,2,3.0,0
Shasta County,2013,6,2,,,2,,,,,5,,,,,,2,,1
Shasta County,2012,6,47,,2.0,2,,,,2.0,5,1.0,,13.0,0.0,,1,6.0,0
Shasta County,2015,6,9,,,2,,,,2.0,5,2.0,6.0,6.0,,,2,,1
Shasta County,2014,6,45,,2.0,1,1.0,1.0,1.0,2.0,1,1.0,,22.0,83000.0,50.0,1,1.0,0
Shasta County,2015,6,56,,2.0,2,,,,2.0,5,1.0,,18.0,0.0,,2,6.0,0
Los Angeles County,2016,6,69,,2.0,2,,,,1.0,1,1.0,,22.0,0.0,,1,6.0,0
Los Angeles County,2014,6,38,,2.0,2,30.0,1.0,1.0,1.0,1,1.0,,20.0,20000.0,35.0,2,1.0,0
Los Angeles County,2016,6,27,2.0,,1,60.0,1.0,1.0,2.0,5,1.0,,21.0,69000.0,40.0,2,1.0,0
Los Angeles County,2016,6,58,,2.0,2,60.0,1.0,1.0,2.0,5,1.0,,21.0,18000.0,40.0,2,1.0,0
Los Angeles County,2016,6,20,,,1,,,,1.0,5,2.0,15.0,19.0,0.0,,2,6.0,0
Los Angeles County,2015,6,10,,,1,,,,2.0,5,2.0,7.0,7.0,,,2,,1
Los Angeles County,2013,6,3,,,1,,,,,5,3.0,1.0,1.0,,,2,,1
Los Angeles County,2012,6,82,,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Los Angeles County,2015,6,47,2.0,2.0,2,30.0,1.0,1.0,2.0,5,1.0,,22.0,35000.0,40.0,2,1.0,0
Los Angeles County,2013,6,34,,2.0,2,,,,1.0,5,1.0,,20.0,0.0,,2,6.0,0
Los Angeles County,2012,6,44,,2.0,2,,,,2.0,1,1.0,,21.0,0.0,,2,3.0,0
Los Angeles County,2012,6,93,,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,1,6.0,0
Los Angeles County,2013,6,10,,,1,,,,2.0,5,3.0,7.0,7.0,,,2,,1
Los Angeles County,2015,6,39,,2.0,2,,,,1.0,1,1.0,,22.0,1500.0,12.0,2,3.0,0
Los Angeles County,2015,6,49,,2.0,1,8.0,1.0,1.0,2.0,1,1.0,,23.0,43000.0,80.0,2,1.0,0
Los Angeles County,2012,6,56,,2.0,2,,,,1.0,2,1.0,,16.0,0.0,,1,6.0,0
Los Angeles County,2016,6,43,,2.0,2,30.0,1.0,1.0,1.0,1,1.0,,23.0,504000.0,50.0,2,1.0,0
Los Angeles County,2013,6,55,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,22.0,38000.0,40.0,2,1.0,0
Los Angeles County,2014,6,46,2.0,2.0,1,20.0,1.0,1.0,2.0,3,1.0,,22.0,70000.0,40.0,2,1.0,0
Los Angeles County,2014,6,19,,,1,,,,2.0,5,2.0,15.0,16.0,0.0,,2,6.0,0
Los Angeles County,2013,6,9,,,2,,,,2.0,5,3.0,5.0,5.0,,,2,,1
Los Angeles County,2016,6,12,,,2,,,,2.0,5,2.0,9.0,9.0,,,2,,1
Los Angeles County,2015,6,74,,2.0,1,,,,2.0,1,1.0,,22.0,0.0,,1,6.0,0
Los Angeles County,2015,6,39,,2.0,2,15.0,4.0,1.0,2.0,1,1.0,,19.0,0.0,40.0,2,1.0,0
Los Angeles County,2015,6,8,,,2,,,,2.0,5,2.0,5.0,5.0,,,2,,1
Los Angeles County,2015,6,42,2.0,2.0,1,,,11.0,2.0,5,1.0,,22.0,90000.0,40.0,2,1.0,0
Los Angeles County,2013,6,29,,,1,20.0,1.0,1.0,2.0,5,1.0,,19.0,120000.0,55.0,2,1.0,0
Los Angeles County,2012,6,46,,2.0,1,20.0,1.0,1.0,2.0,1,1.0,,21.0,110000.0,45.0,2,1.0,0
Los Angeles County,2014,6,9,,,1,,,,2.0,5,2.0,5.0,6.0,,,2,,1
Los Angeles County,2012,6,36,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,23.0,403000.0,60.0,2,1.0,0
Los Angeles County,2015,6,79,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
Los Angeles County,2012,6,65,,2.0,1,,,,2.0,2,1.0,,21.0,0.0,,2,6.0,0
Los Angeles County,2013,6,66,,2.0,2,15.0,1.0,1.0,2.0,1,1.0,,20.0,6000.0,12.0,2,1.0,0
Los Angeles County,2012,6,10,,,1,,,,2.0,5,3.0,6.0,6.0,,,2,,1
Los Angeles County,2016,6,25,2.0,,2,40.0,1.0,1.0,2.0,5,3.0,16.0,21.0,6000.0,20.0,2,1.0,0
Los Angeles County,2013,6,12,,,1,,,,2.0,5,3.0,9.0,10.0,,,2,,1
Los Angeles County,2013,6,51,,2.0,2,,,11.0,2.0,5,1.0,,21.0,0.0,5.0,2,1.0,0
Los Angeles County,2014,6,89,,2.0,2,,,,2.0,1,1.0,,24.0,0.0,,1,6.0,0
Los Angeles County,2016,6,63,,2.0,1,35.0,1.0,1.0,2.0,1,1.0,,22.0,50000.0,50.0,2,1.0,0
Los Angeles County,2012,6,79,,2.0,2,,,,1.0,3,1.0,,14.0,0.0,,1,6.0,0
Los Angeles County,2013,6,71,,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Los Angeles County,2016,6,31,,2.0,2,20.0,1.0,1.0,1.0,5,2.0,16.0,22.0,20000.0,40.0,2,1.0,0
Los Angeles County,2013,6,71,,2.0,2,,,,2.0,1,1.0,,19.0,0.0,,2,6.0,0
