County,Year,ST,AGEP,FER,GCL,HINS1,JWMNP,JWRIP,JWTR,LANX,MAR,SCH,SCHG,SCHL,WAGP,WKHP,DIS,ESR,OC
Los Angeles County,2014,6,2,,,2,,,,,5,,,,,,2,,1
Los Angeles County,2016,6,33,,2.0,1,,,11.0,2.0,5,1.0,,19.0,50000.0,50.0,2,1.0,0
Los Angeles County,2015,6,42,,2.0,2,90.0,,2.0,2.0,1,1.0,,20.0,85000.0,20.0,2,1.0,0
Los Angeles County,2015,6,68,,2.0,2,,,,1.0,5,1.0,,9.0,0.0,,1,6.0,0
Los Angeles County,2013,6,53,,2.0,2,60.0,,4.0,1.0,5,1.0,,8.0,5100.0,40.0,2,1.0,0
Los Angeles County,2013,6,74,,2.0,1,35.0,2.0,1.0,2.0,1,1.0,,24.0,185000.0,40.0,2,1.0,0
Los Angeles County,2015,6,75,,2.0,2,,,,1.0,3,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2015,6,4,,,2,,,,,5,1.0,,1.0,,,2,,1
Los Angeles County,2012,6,22,2.0,,1,,,,2.0,5,2.0,15.0,21.0,4300.0,40.0,2,6.0,0
Los Angeles County,2012,6,8,,,1,,,,1.0,5,3.0,5.0,5.0,,,2,,1
Los Angeles County,2015,6,42,,2.0,2,90.0,,2.0,1.0,1,1.0,,16.0,19900.0,40.0,2,1.0,0
Los Angeles County,2012,6,2,,,2,,,,,5,,,,,,2,,1
Los Angeles County,2012,6,39,2.0,2.0,2,30.0,,2.0,1.0,5,1.0,,16.0,14000.0,40.0,2,1.0,0
Los Angeles County,2015,6,62,,2.0,1,25.0,1.0,1.0,2.0,1,1.0,,22.0,20400.0,45.0,2,1.0,0
Los Angeles County,2013,6,43,,2.0,1,10.0,1.0,1.0,1.0,4,1.0,,16.0,59000.0,35.0,2,1.0,0
Los Angeles County,2014,6,54,,1.0,2,,,,1.0,5,1.0,,5.0,0.0,,1,6.0,0
Los Angeles County,2015,6,66,,2.0,2,,,,1.0,2,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2012,6,68,,2.0,1,10.0,,10.0,1.0,1,1.0,,15.0,44500.0,40.0,2,1.0,0
Tulare County,2012,6,57,,2.0,1,15.0,1.0,1.0,2.0,1,1.0,,19.0,13000.0,40.0,2,1.0,0
Tulare County,2015,6,70,,2.0,2,,,,2.0,1,1.0,,19.0,0.0,,1,6.0,0
Tulare County,2012,6,44,2.0,2.0,1,,,,2.0,1,1.0,,22.0,0.0,,2,6.0,0
Tulare County,2012,6,12,,,2,,,,2.0,5,2.0,9.0,9.0,,,2,,1
Tulare County,2012,6,25,2.0,,2,,,,1.0,5,1.0,,16.0,0.0,,2,6.0,0
Tulare County,2014,6,24,2.0,,2,,,11.0,2.0,3,2.0,15.0,19.0,5000.0,10.0,2,1.0,0
Tulare County,2014,6,5,,,2,,,,2.0,5,2.0,1.0,1.0,,,2,,1
Tulare County,2014,6,50,2.0,2.0,2,7.0,1.0,1.0,2.0,1,1.0,,19.0,16000.0,35.0,2,1.0,0
Tulare County,2016,6,56,,2.0,2,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
Tulare County,2012,6,63,,2.0,2,,,,2.0,1,1.0,,18.0,0.0,,2,6.0,0
Tulare County,2016,6,55,,2.0,1,10.0,1.0,1.0,2.0,5,1.0,,22.0,100000.0,40.0,2,1.0,0
Tulare County,2013,6,35,,2.0,1,5.0,2.0,1.0,2.0,5,1.0,,15.0,5100.0,25.0,2,1.0,0
Tulare County,2015,6,24,2.0,,1,15.0,,9.0,2.0,5,1.0,,19.0,13000.0,30.0,2,1.0,0
Tulare County,2014,6,18,,,2,,,,1.0,5,2.0,14.0,14.0,0.0,,2,6.0,0
Tulare County,2013,6,44,2.0,2.0,1,10.0,1.0,1.0,2.0,1,1.0,,21.0,36000.0,35.0,2,1.0,0
Tulare County,2015,6,40,,2.0,1,25.0,1.0,1.0,2.0,1,1.0,,16.0,68000.0,55.0,2,1.0,0
Tulare County,2015,6,39,2.0,2.0,1,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
Tulare County,2013,6,16,2.0,,1,,,,2.0,5,2.0,12.0,13.0,0.0,,2,6.0,1
Tulare County,2015,6,44,2.0,2.0,1,25.0,1.0,1.0,1.0,4,1.0,,19.0,10900.0,40.0,2,1.0,0
Tulare County,2013,6,25,1.0,,2,,,,1.0,1,1.0,,18.0,0.0,,2,6.0,0
Tulare County,2013,6,47,,2.0,2,,,,1.0,1,1.0,,16.0,18000.0,40.0,2,6.0,0
Tulare County,2014,6,0,,,2,,,,,5,,,,,,2,,1
Tulare County,2012,6,44,2.0,2.0,1,10.0,1.0,1.0,2.0,1,1.0,,21.0,48000.0,40.0,2,1.0,0
Tulare County,2014,6,64,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
Tulare County,2012,6,40,,2.0,2,30.0,1.0,1.0,1.0,1,1.0,,12.0,20000.0,40.0,2,1.0,0
Los Angeles County,2016,6,40,2.0,2.0,2,,,,1.0,1,1.0,,12.0,0.0,,2,6.0,0
Los Angeles County,2015,6,66,,1.0,2,,,,1.0,4,1.0,,15.0,0.0,,2,6.0,0
Los Angeles County,2016,6,62,,2.0,1,30.0,1.0,1.0,1.0,1,1.0,,21.0,100000.0,40.0,2,1.0,0
Los Angeles County,2013,6,4,,,2,,,,,5,1.0,,1.0,,,2,,1
Los Angeles County,2012,6,66,,2.0,2,,,11.0,1.0,1,1.0,,21.0,23600.0,40.0,2,1.0,0
Los Angeles County,2014,6,38,,2.0,1,40.0,1.0,1.0,1.0,1,1.0,,21.0,94000.0,50.0,2,1.0,0
Los Angeles County,2015,6,57,,2.0,1,20.0,1.0,1.0,1.0,5,1.0,,21.0,44600.0,40.0,2,1.0,0
Los Angeles County,2016,6,18,,,2,30.0,1.0,1.0,1.0,5,1.0,,16.0,18000.0,40.0,2,1.0,0
Los Angeles County,2013,6,36,,2.0,1,30.0,,4.0,2.0,5,1.0,,21.0,80000.0,40.0,2,1.0,0
Los Angeles County,2015,6,41,2.0,2.0,2,30.0,1.0,1.0,1.0,1,1.0,,19.0,5000.0,40.0,2,1.0,0
Los Angeles County,2013,6,49,2.0,2.0,1,60.0,,2.0,1.0,5,1.0,,16.0,31200.0,40.0,2,1.0,0
Los Angeles County,2015,6,3,,,2,,,,,5,1.0,,1.0,,,2,,1
Los Angeles County,2014,6,5,,,1,,,,2.0,5,3.0,1.0,2.0,,,2,,1
Los Angeles County,2014,6,24,,,2,,,,1.0,5,2.0,15.0,19.0,0.0,,2,3.0,0
Los Angeles County,2014,6,26,2.0,,2,,,,1.0,5,3.0,16.0,21.0,0.0,,2,6.0,0
Los Angeles County,2014,6,39,,2.0,2,45.0,,2.0,1.0,3,1.0,,12.0,15000.0,40.0,2,1.0,0
Los Angeles County,2016,6,17,,,1,,,,1.0,5,2.0,14.0,14.0,0.0,,2,6.0,1
Los Angeles County,2015,6,25,,,1,30.0,1.0,1.0,1.0,5,1.0,,21.0,56000.0,40.0,2,1.0,0
Los Angeles County,2015,6,36,2.0,2.0,1,,,,1.0,1,1.0,,21.0,0.0,,2,6.0,0
Los Angeles County,2014,6,13,,,1,,,,1.0,5,2.0,10.0,11.0,,,2,,1
Los Angeles County,2016,6,39,2.0,2.0,1,35.0,1.0,1.0,2.0,5,1.0,,21.0,100000.0,42.0,2,1.0,0
Los Angeles County,2015,6,21,,,2,,,,1.0,5,1.0,,19.0,0.0,,2,6.0,0
Los Angeles County,2013,6,43,2.0,2.0,1,45.0,1.0,1.0,1.0,5,1.0,,16.0,18000.0,40.0,2,1.0,0
Los Angeles County,2013,6,66,,2.0,2,10.0,1.0,1.0,1.0,2,1.0,,21.0,16100.0,50.0,2,1.0,0
Los Angeles County,2016,6,64,,2.0,2,30.0,1.0,1.0,1.0,1,1.0,,9.0,0.0,25.0,2,1.0,0
Los Angeles County,2014,6,2,,,2,,,,,5,,,,,,2,,0
Los Angeles County,2014,6,32,2.0,2.0,2,,,,1.0,1,1.0,,21.0,0.0,,2,6.0,0
Los Angeles County,2013,6,28,2.0,,2,30.0,1.0,1.0,2.0,5,1.0,,21.0,60000.0,40.0,2,1.0,0
Los Angeles County,2015,6,7,,,2,,,,1.0,5,2.0,4.0,5.0,,,2,,1
Los Angeles County,2013,6,30,,2.0,1,30.0,1.0,1.0,1.0,5,1.0,,9.0,18000.0,40.0,2,1.0,0
Los Angeles County,2013,6,34,2.0,2.0,2,20.0,2.0,1.0,1.0,1,1.0,,16.0,16400.0,30.0,2,1.0,0
Los Angeles County,2012,6,26,2.0,,2,20.0,,4.0,1.0,5,3.0,15.0,21.0,40000.0,40.0,2,1.0,0
Los Angeles County,2016,6,33,1.0,2.0,2,20.0,2.0,1.0,1.0,1,1.0,,19.0,12000.0,30.0,2,1.0,0
Los Angeles County,2014,6,46,2.0,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
Los Angeles County,2016,6,56,,2.0,2,60.0,,2.0,1.0,1,1.0,,9.0,21600.0,30.0,2,1.0,0
Los Angeles County,2014,6,29,2.0,,2,,,,1.0,3,1.0,,9.0,0.0,,2,3.0,0
Los Angeles County,2013,6,45,2.0,2.0,1,60.0,1.0,1.0,1.0,5,1.0,,14.0,27000.0,40.0,2,1.0,0
Los Angeles County,2014,6,4,,,2,,,,,5,2.0,1.0,1.0,,,2,,1
San Diego County,2013,6,72,,2.0,1,,,,2.0,3,1.0,,18.0,0.0,,2,6.0,0
San Diego County,2013,6,11,,,2,,,,2.0,5,3.0,7.0,7.0,,,2,,1
San Diego County,2013,6,33,,2.0,2,105.0,1.0,1.0,2.0,5,1.0,,21.0,50000.0,40.0,2,1.0,0
San Diego County,2012,6,58,,2.0,2,,,,2.0,5,1.0,,15.0,0.0,,2,6.0,0
San Diego County,2015,6,26,,,2,15.0,3.0,1.0,1.0,1,1.0,,21.0,0.0,40.0,2,1.0,0
San Diego County,2015,6,5,,,1,,,,2.0,5,2.0,2.0,3.0,,,2,,1
San Diego County,2014,6,49,,2.0,2,75.0,,2.0,2.0,5,1.0,,21.0,0.0,50.0,2,1.0,0
San Diego County,2016,6,31,,2.0,2,,,,1.0,5,2.0,15.0,19.0,0.0,,1,6.0,0
San Diego County,2016,6,43,,2.0,2,45.0,1.0,1.0,1.0,1,1.0,,9.0,21000.0,30.0,2,1.0,0
San Diego County,2013,6,12,,,2,,,,1.0,5,2.0,9.0,9.0,,,2,,1
San Diego County,2012,6,19,2.0,,2,,,,1.0,5,2.0,15.0,19.0,0.0,,2,6.0,0
San Diego County,2012,6,44,,2.0,1,11.0,2.0,1.0,2.0,5,1.0,,21.0,175000.0,55.0,2,1.0,0
San Diego County,2015,6,27,,,1,65.0,1.0,1.0,2.0,5,1.0,,22.0,60000.0,40.0,2,1.0,0
San Diego County,2012,6,24,,,1,25.0,1.0,1.0,2.0,5,1.0,,21.0,16000.0,20.0,2,1.0,0
San Diego County,2015,6,41,,2.0,1,5.0,,9.0,2.0,1,1.0,,19.0,0.0,20.0,2,1.0,0
San Diego County,2014,6,15,2.0,,2,,,,1.0,5,2.0,11.0,11.0,0.0,,2,,1
San Diego County,2015,6,21,,,1,,,,2.0,5,2.0,15.0,19.0,0.0,,2,6.0,0
San Diego County,2012,6,32,,2.0,1,30.0,1.0,1.0,1.0,5,1.0,,22.0,100000.0,40.0,2,1.0,0
San Diego County,2015,6,21,,,1,,,,1.0,5,2.0,15.0,16.0,0.0,,2,6.0,0
San Diego County,2013,6,41,,2.0,2,35.0,1.0,1.0,2.0,5,3.0,16.0,21.0,3000.0,45.0,2,1.0,0
San Diego County,2014,6,53,,2.0,2,,,,2.0,3,1.0,,22.0,0.0,,1,6.0,0
San Diego County,2012,6,27,2.0,,1,15.0,1.0,1.0,2.0,5,1.0,,22.0,12000.0,40.0,2,1.0,0
San Diego County,2012,6,37,,2.0,2,20.0,1.0,1.0,2.0,3,1.0,,19.0,48000.0,45.0,2,4.0,0
San Diego County,2014,6,22,,,2,45.0,,2.0,2.0,5,1.0,,18.0,7600.0,40.0,2,1.0,0
San Diego County,2014,6,51,,2.0,1,5.0,1.0,1.0,2.0,1,1.0,,16.0,45000.0,40.0,2,1.0,0
San Diego County,2016,6,0,,,1,,,,,5,,,,,,2,,1
San Diego County,2014,6,29,2.0,,1,10.0,,10.0,2.0,5,1.0,,21.0,27000.0,45.0,2,1.0,0
San Diego County,2015,6,36,,2.0,1,20.0,1.0,1.0,2.0,1,1.0,,19.0,25000.0,30.0,2,1.0,0
San Diego County,2016,6,33,,2.0,2,,,,1.0,1,1.0,,19.0,0.0,,2,6.0,0
San Diego County,2012,6,32,,2.0,2,20.0,1.0,1.0,2.0,5,2.0,16.0,23.0,65000.0,40.0,2,1.0,0
San Diego County,2014,6,27,,,1,,,11.0,2.0,5,1.0,,16.0,20000.0,40.0,2,4.0,0
San Diego County,2015,6,15,,,2,,,,1.0,5,2.0,12.0,12.0,0.0,,1,,1
Placer County,2013,6,0,,,1,,,,,5,,,,,,2,,1
Placer County,2014,6,53,,2.0,1,60.0,1.0,1.0,2.0,1,1.0,,20.0,52000.0,45.0,2,1.0,0
Placer County,2012,6,26,2.0,,1,,,,2.0,1,3.0,15.0,19.0,0.0,,2,6.0,0
Placer County,2016,6,79,,2.0,2,,,,2.0,2,1.0,,19.0,0.0,,2,6.0,0
Placer County,2016,6,36,,2.0,1,30.0,1.0,1.0,2.0,3,1.0,,16.0,85000.0,40.0,2,1.0,0
Placer County,2014,6,82,,2.0,1,,,,1.0,1,1.0,,20.0,0.0,,2,6.0,0
Placer County,2014,6,77,,2.0,1,,,,2.0,1,1.0,,19.0,0.0,,1,6.0,0
Placer County,2015,6,75,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
Placer County,2012,6,39,,2.0,1,20.0,1.0,1.0,2.0,5,1.0,,20.0,43000.0,40.0,2,1.0,0
Placer County,2014,6,4,,,1,,,,,5,1.0,,1.0,,,2,,1
Placer County,2016,6,70,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,2,6.0,0
Placer County,2012,6,27,2.0,,1,30.0,1.0,1.0,1.0,5,1.0,,19.0,27500.0,40.0,2,1.0,0
Placer County,2013,6,38,2.0,2.0,1,30.0,1.0,1.0,2.0,3,1.0,,19.0,49000.0,40.0,2,1.0,0
Placer County,2013,6,50,,2.0,2,,,,2.0,3,1.0,,18.0,4200.0,35.0,1,6.0,0
Placer County,2014,6,29,2.0,,1,7.0,1.0,1.0,2.0,5,1.0,,18.0,22000.0,40.0,2,1.0,0
Placer County,2015,6,26,2.0,,2,50.0,1.0,1.0,2.0,5,1.0,,20.0,20000.0,17.0,2,1.0,0
Placer County,2016,6,83,,2.0,2,,,,2.0,1,1.0,,18.0,0.0,,2,6.0,0
Placer County,2013,6,1,,,2,,,,,5,,,,,,2,,1
Placer County,2013,6,23,,,1,50.0,1.0,1.0,2.0,5,1.0,,20.0,23500.0,50.0,2,1.0,0
Placer County,2016,6,67,,2.0,1,,,,2.0,1,1.0,,19.0,0.0,,1,6.0,0
Placer County,2015,6,70,,2.0,1,20.0,1.0,1.0,2.0,1,1.0,,18.0,14000.0,24.0,2,1.0,0
Placer County,2015,6,56,,2.0,1,45.0,1.0,1.0,2.0,1,1.0,,21.0,40000.0,44.0,2,1.0,0
Placer County,2015,6,39,,2.0,1,20.0,2.0,1.0,2.0,3,1.0,,20.0,107000.0,40.0,2,1.0,0
Placer County,2012,6,34,2.0,2.0,2,,,11.0,2.0,1,1.0,,21.0,0.0,5.0,2,1.0,0
Placer County,2016,6,11,,,1,,,,2.0,5,2.0,7.0,8.0,,,2,,1
Placer County,2014,6,60,,2.0,1,40.0,1.0,1.0,2.0,1,1.0,,18.0,103000.0,40.0,2,1.0,0
Placer County,2012,6,20,2.0,,2,,,,2.0,5,2.0,15.0,19.0,0.0,,2,3.0,0
Placer County,2014,6,0,,,1,,,,,5,,,,,,2,,1
Placer County,2014,6,58,,2.0,1,50.0,1.0,1.0,2.0,3,1.0,,22.0,54000.0,40.0,2,1.0,0
Placer County,2012,6,82,,2.0,2,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Placer County,2015,6,31,,2.0,2,30.0,1.0,1.0,2.0,1,1.0,,21.0,55000.0,40.0,2,1.0,0
Placer County,2014,6,54,,2.0,1,,,,2.0,5,1.0,,21.0,0.0,,2,3.0,0
Placer County,2013,6,6,,,1,,,,1.0,5,2.0,3.0,3.0,,,2,,1
Placer County,2016,6,54,,2.0,1,15.0,1.0,1.0,2.0,1,1.0,,20.0,0.0,40.0,2,1.0,0
Placer County,2012,6,61,,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Placer County,2014,6,64,,2.0,2,,,,2.0,3,1.0,,19.0,0.0,,2,6.0,0
Placer County,2016,6,36,2.0,2.0,1,20.0,1.0,1.0,2.0,1,1.0,,19.0,80000.0,40.0,2,1.0,0
Placer County,2014,6,30,2.0,2.0,1,30.0,1.0,1.0,2.0,5,1.0,,21.0,106000.0,40.0,2,1.0,0
San Bernardino County,2013,6,62,,2.0,1,,,,2.0,1,1.0,,19.0,49000.0,40.0,2,6.0,0
San Bernardino County,2016,6,44,2.0,2.0,2,30.0,1.0,1.0,2.0,5,3.0,15.0,19.0,41500.0,40.0,2,1.0,0
San Bernardino County,2016,6,48,,2.0,1,30.0,4.0,1.0,1.0,1,1.0,,21.0,70000.0,45.0,2,1.0,0
San Bernardino County,2013,6,15,2.0,,2,,,,2.0,5,2.0,12.0,13.0,0.0,,2,,1
San Bernardino County,2012,6,14,,,2,,,,1.0,5,2.0,10.0,10.0,,,1,,1
San Bernardino County,2014,6,29,2.0,,1,10.0,1.0,1.0,2.0,2,1.0,,16.0,36000.0,50.0,2,1.0,0
San Bernardino County,2014,6,13,,,1,,,,2.0,5,2.0,10.0,10.0,,,2,,1
San Bernardino County,2016,6,49,,2.0,2,45.0,1.0,1.0,1.0,1,1.0,,15.0,70000.0,55.0,2,1.0,0
San Bernardino County,2016,6,81,,2.0,2,,,,2.0,1,1.0,,24.0,0.0,,2,6.0,0
San Bernardino County,2012,6,9,,,2,,,,2.0,5,1.0,,6.0,,,2,,1
San Bernardino County,2012,6,23,,,1,5.0,1.0,1.0,1.0,5,2.0,15.0,18.0,7000.0,7.0,2,1.0,0
San Bernardino County,2016,6,12,,,2,,,,2.0,5,2.0,9.0,9.0,,,2,,1
San Bernardino County,2015,6,53,,2.0,1,35.0,1.0,1.0,2.0,1,1.0,,21.0,90000.0,42.0,2,1.0,0
San Bernardino County,2012,6,34,2.0,2.0,2,,,,1.0,5,1.0,,16.0,880.0,55.0,2,3.0,0
San Bernardino County,2015,6,7,,,1,,,,1.0,5,2.0,4.0,5.0,,,2,,0
San Bernardino County,2016,6,37,2.0,2.0,1,30.0,1.0,1.0,2.0,5,1.0,,22.0,48000.0,40.0,2,1.0,0
San Bernardino County,2015,6,52,,2.0,2,,,,2.0,5,1.0,,16.0,0.0,,1,6.0,0
San Bernardino County,2015,6,3,,,1,,,,,5,2.0,1.0,2.0,,,2,,1
San Bernardino County,2016,6,63,,2.0,1,15.0,1.0,1.0,1.0,1,1.0,,21.0,140000.0,50.0,2,1.0,0
San Bernardino County,2014,6,23,2.0,,2,15.0,1.0,1.0,1.0,1,1.0,,19.0,200.0,15.0,2,1.0,0
San Bernardino County,2015,6,81,,2.0,2,,,,1.0,4,1.0,,9.0,0.0,,1,6.0,0
San Bernardino County,2013,6,37,2.0,2.0,1,,,,2.0,1,1.0,,23.0,0.0,,2,3.0,0
San Bernardino County,2015,6,19,,,1,,,,2.0,5,1.0,,15.0,500.0,40.0,2,3.0,0
San Bernardino County,2013,6,57,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,21.0,105000.0,45.0,2,1.0,0
San Bernardino County,2012,6,70,,2.0,1,10.0,1.0,1.0,1.0,1,1.0,,19.0,12300.0,12.0,1,1.0,0
San Bernardino County,2014,6,13,,,2,,,,2.0,5,2.0,9.0,9.0,,,1,,0
San Bernardino County,2014,6,65,,2.0,2,20.0,1.0,1.0,2.0,1,1.0,,19.0,3000.0,12.0,2,1.0,0
San Bernardino County,2012,6,76,,2.0,2,60.0,,2.0,2.0,2,1.0,,19.0,9000.0,18.0,2,1.0,0
San Bernardino County,2014,6,31,2.0,2.0,1,30.0,1.0,1.0,1.0,5,2.0,15.0,21.0,30000.0,20.0,2,1.0,0
San Bernardino County,2015,6,40,2.0,2.0,1,30.0,1.0,1.0,1.0,5,1.0,,16.0,25000.0,40.0,2,1.0,0
Riverside County,2012,6,34,2.0,2.0,2,,,11.0,2.0,5,3.0,15.0,21.0,0.0,40.0,2,1.0,0
Riverside County,2015,6,21,,,2,,,,2.0,5,1.0,,18.0,0.0,,2,3.0,0
Riverside County,2015,6,16,2.0,,2,,,,1.0,5,2.0,12.0,12.0,0.0,,2,6.0,0
Riverside County,2013,6,15,,,2,,,,2.0,5,2.0,12.0,12.0,0.0,,2,,1
Riverside County,2014,6,55,,2.0,1,30.0,1.0,1.0,2.0,1,1.0,,16.0,40000.0,48.0,2,1.0,0
Riverside County,2013,6,22,2.0,,1,35.0,1.0,1.0,2.0,5,2.0,15.0,19.0,400.0,10.0,2,1.0,0
Riverside County,2014,6,16,2.0,,1,,,,1.0,5,2.0,13.0,13.0,0.0,,2,6.0,1
Riverside County,2016,6,17,,,2,15.0,2.0,1.0,1.0,5,2.0,14.0,14.0,13000.0,40.0,2,1.0,1
Riverside County,2014,6,57,,2.0,1,30.0,2.0,1.0,2.0,1,1.0,,19.0,50000.0,40.0,2,1.0,0
Riverside County,2014,6,4,,,1,,,,,5,1.0,,1.0,,,2,,0
Riverside County,2015,6,44,,2.0,2,,,,2.0,5,1.0,,16.0,0.0,,2,6.0,0
Riverside County,2015,6,59,,2.0,2,,,,2.0,5,1.0,,16.0,0.0,,1,6.0,0
Riverside County,2016,6,29,,,1,45.0,1.0,1.0,1.0,1,1.0,,18.0,72000.0,44.0,2,1.0,0
Riverside County,2014,6,54,,2.0,1,,,,2.0,1,1.0,,16.0,0.0,,1,6.0,0
Riverside County,2012,6,54,,2.0,2,,,,2.0,3,1.0,,19.0,36000.0,50.0,2,3.0,0
Riverside County,2013,6,73,,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
Riverside County,2015,6,6,,,2,,,,2.0,5,2.0,3.0,4.0,,,2,,1
Riverside County,2014,6,58,,2.0,1,90.0,3.0,1.0,2.0,1,1.0,,19.0,89000.0,40.0,2,1.0,0
Riverside County,2015,6,47,2.0,2.0,1,20.0,1.0,1.0,2.0,1,1.0,,18.0,0.0,10.0,2,1.0,0
Riverside County,2016,6,11,,,1,,,,1.0,5,2.0,7.0,8.0,,,2,,1
Riverside County,2016,6,51,,2.0,2,,,,2.0,3,1.0,,15.0,0.0,,2,6.0,0
Riverside County,2014,6,65,,2.0,2,,,,2.0,2,1.0,,19.0,31500.0,30.0,2,2.0,0
Riverside County,2015,6,18,2.0,,1,,,,2.0,5,2.0,14.0,14.0,3000.0,12.0,2,6.0,0
Riverside County,2016,6,54,,2.0,2,30.0,2.0,1.0,2.0,1,1.0,,21.0,150000.0,45.0,2,1.0,0
Napa County,2013,6,63,,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Napa County,2013,6,39,,2.0,1,30.0,2.0,1.0,1.0,5,1.0,,9.0,25000.0,45.0,2,1.0,0
Napa County,2012,6,29,2.0,,1,30.0,1.0,1.0,2.0,5,1.0,,17.0,40000.0,40.0,2,1.0,0
Napa County,2012,6,3,,,1,,,,,5,1.0,,1.0,,,2,,1
Napa County,2014,6,27,2.0,,2,,,,1.0,5,3.0,16.0,21.0,2800.0,40.0,2,3.0,0
Napa County,2015,6,53,,2.0,2,20.0,,10.0,2.0,3,1.0,,21.0,0.0,20.0,2,1.0,0
Napa County,2013,6,69,,2.0,2,,,,2.0,1,1.0,,22.0,0.0,,2,6.0,0
Napa County,2013,6,0,,,2,,,,,5,,,,,,2,,1
Napa County,2016,6,46,,2.0,1,15.0,1.0,1.0,1.0,4,1.0,,19.0,18400.0,32.0,2,1.0,0
Napa County,2016,6,9,,,2,,,,2.0,5,2.0,5.0,6.0,,,2,,1
Napa County,2013,6,81,,2.0,1,,,,2.0,2,1.0,,19.0,0.0,,1,6.0,0
Napa County,2014,6,43,2.0,2.0,1,11.0,1.0,1.0,2.0,1,1.0,,18.0,58000.0,53.0,2,1.0,0
Napa County,2012,6,26,1.0,,2,,,,2.0,5,1.0,,16.0,0.0,,2,6.0,0
Napa County,2012,6,12,,,1,,,,2.0,5,2.0,8.0,8.0,,,2,,1
Napa County,2014,6,61,,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Napa County,2013,6,56,,2.0,1,15.0,1.0,1.0,2.0,2,1.0,,16.0,51000.0,40.0,2,1.0,0
Napa County,2012,6,61,,2.0,1,5.0,1.0,1.0,2.0,1,1.0,,19.0,21600.0,36.0,1,1.0,0
Napa County,2015,6,36,2.0,2.0,1,,,,2.0,1,1.0,,15.0,10000.0,48.0,2,2.0,0
Napa County,2012,6,24,2.0,,1,30.0,1.0,1.0,1.0,5,1.0,,22.0,6400.0,32.0,2,1.0,0
Napa County,2012,6,10,,,1,,,,2.0,5,2.0,7.0,7.0,,,2,,1
Napa County,2013,6,57,,2.0,2,,,,2.0,5,1.0,,15.0,40000.0,40.0,2,2.0,0
Napa County,2014,6,43,,2.0,1,45.0,4.0,1.0,1.0,1,1.0,,16.0,38500.0,40.0,2,1.0,0
Napa County,2015,6,10,,,1,,,,2.0,5,2.0,7.0,7.0,,,2,,1
Napa County,2012,6,18,2.0,,2,,,11.0,1.0,5,3.0,15.0,18.0,3000.0,15.0,2,1.0,0
Napa County,2014,6,47,,2.0,1,15.0,1.0,1.0,1.0,1,1.0,,12.0,40000.0,40.0,2,1.0,0
Napa County,2014,6,17,2.0,,1,15.0,1.0,1.0,2.0,5,1.0,,16.0,25000.0,30.0,2,1.0,1
Napa County,2016,6,77,,2.0,1,,,,2.0,2,1.0,,16.0,0.0,,1,6.0,0
Napa County,2012,6,13,,,2,,,,2.0,5,2.0,10.0,10.0,,,2,,1
Napa County,2016,6,69,,2.0,2,,,,1.0,1,1.0,,16.0,0.0,,2,6.0,0
Napa County,2014,6,67,,2.0,1,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Napa County,2015,6,23,,,1,25.0,1.0,1.0,2.0,5,1.0,,16.0,30000.0,40.0,2,1.0,0
Napa County,2012,6,6,,,2,,,,2.0,5,2.0,2.0,3.0,,,2,,1
Napa County,2014,6,88,,2.0,1,,,,2.0,2,1.0,,19.0,0.0,,2,6.0,0
Napa County,2014,6,15,2.0,,1,,,,2.0,5,2.0,11.0,11.0,0.0,,2,,1
Napa County,2016,6,63,,2.0,1,8.0,1.0,1.0,2.0,1,1.0,,16.0,36000.0,30.0,2,1.0,0
Napa County,2013,6,71,,2.0,2,,,,2.0,1,1.0,,21.0,0.0,,2,6.0,0
Napa County,2016,6,53,,2.0,1,30.0,1.0,1.0,1.0,3,1.0,,12.0,54000.0,40.0,2,1.0,0
Napa County,2016,6,57,,2.0,1,10.0,1.0,1.0,2.0,1,1.0,,16.0,100000.0,60.0,2,1.0,0
Napa County,2016,6,78,,2.0,2,,,,2.0,5,1.0,,23.0,0.0,,1,6.0,0
Napa County,2013,6,44,,2.0,1,10.0,1.0,1.0,2.0,1,1.0,,21.0,100000.0,40.0,2,1.0,0
Napa County,2012,6,50,,2.0,1,10.0,2.0,1.0,1.0,1,1.0,,19.0,0.0,40.0,2,1.0,0
Napa County,2014,6,33,1.0,2.0,1,,,11.0,2.0,1,1.0,,21.0,146000.0,40.0,2,1.0,0
